kode_produk,nama_produk,harga,stok,kategori,last_updated
PROD-1699,BAJU  ANAK PEREMPUAN,120000,12,pakaian,2026-02-06 20:00:00
PROD-1700,KEMEJA FLANEL Keren,120,null,PAKAIAN,"Jun 18, 2025"
PROD-1701,NOVEL FIKSI TERJEMAHAN,120,kosong,buku bacaan,"Sep 17, 2025"
PROD-1702,LAPTOP gaming i7,null,null,elektronik,1760216400
PROD-1703,BaJu Bayi,null,kosong,PAKAIAN,17/08/2025
PROD-1704,BAJU  ANAK PEREMPUAN,Rp 15.000,kosong,pakian,29/04/2025
PROD-1705,LAPTOP gaming i7,"Rp15000,-",-5,ELEKTRONIK,1769115600
PROD-1706,komik jepang lama,"Rp120000,-",12,buku,1736247600
PROD-1707,hP android murah,null,12,ELEKTRONIK,12/04/2025
PROD-1708,Buku Mewarnai anak,45,59,BUKU,26/03/2025
PROD-1709,buku pemrograman python,"Rp120000,-",null,BUKU,23/09/2025
PROD-1710,NOVEL FIKSI TERJEMAHAN,Rp 120.000,12,BUKU,"Mar 11, 2026"
PROD-1711,mouse WIRELESS,Rp 120.000,-5,ELEKTRONIK,2025-04-09 13:00:00
PROD-1712,BaJu Bayi,15rb,null,pakaian,"Feb 21, 2025"
PROD-1713,hP android murah,Rp 120.000,12,elektronik murah,1746972000
PROD-1714,BAJU  ANAK PEREMPUAN,120000,-5,clothes,1760328000
PROD-1715,POWERBANK 10000mah,120000,12,elektronik,2026-02-18 11:00:00
PROD-1716,POWERBANK 10000mah,Rp 45.000,53,ELEKTRONIK,"Dec 29, 2025"
PROD-1717,LAPTOP gaming i7,null,59,ELEKTRONIK,1764291600
PROD-1718,hP android murah,$3.00,12,ELEKTRONIK,2025-12-11 2:00:00
PROD-1719,LAPTOP gaming i7,15rb,12,elektronik,"Jul 29, 2025"
PROD-1720,BaJu Bayi,"Rp120000,-",48,PAKAIAN,1752642000
PROD-1721,hP android murah,15rb,12,elektronik,"Jan 04, 2026"
PROD-1722,komik jepang lama,,80,buku,22/02/2026
PROD-1723,BAJU  ANAK PEREMPUAN,120000,kosong,pakian,17/08/2025
PROD-1724,KAMUS BAHASA INGGRIS,15,null,BUKU,2025-03-23 20:00:00
PROD-1725,NOVEL FIKSI TERJEMAHAN,,-5,buku,2025-06-24 18:00:00
PROD-1726,POWERBANK 10000mah,"Rp15000,-",73,elektronik,"Jan 06, 2026"
PROD-1727,komik jepang lama,,kosong,BUKU,"Sep 16, 2025"
PROD-1728,mouse WIRELESS,Rp 120.000,null,ELEKTRONIK,"Aug 06, 2025"
PROD-1729,baju anak laki-laki,45rb,null,clothes,15/01/2025
PROD-1730,hP android murah,Rp 45.000,null,elektronik,"Mar 03, 2025"
PROD-1731,KEMEJA FLANEL Keren,Rp 45.000,12,PAKAIAN,2025-05-24 13:00:00
PROD-1732,komik jepang lama,"Rp15000,-",kosong,BUKU,03/08/2025
PROD-1733,BAJU  ANAK PEREMPUAN,null,kosong,pakian,"Oct 27, 2025"
PROD-1734,buku pemrograman python,120rb,95,buku,22/09/2025
PROD-1735,baju anak laki-laki,120rb,-5,PAKAIAN,1762480800
PROD-1736,NOVEL FIKSI TERJEMAHAN,45rb,null,buku bacaan,2025-03-11 12:00:00
PROD-1737,POWERBANK 10000mah,"Rp120000,-",-5,elektronik murah,1770152400
PROD-1738,buku pemrograman python,$1.00,-5,buku,"Jan 30, 2025"
PROD-1739,NOVEL FIKSI TERJEMAHAN,15000,12,buku,"Oct 22, 2025"
PROD-1740,baju anak laki-laki,"Rp120000,-",71,clothes,"Mar 06, 2025"
PROD-1741,baju anak laki-laki,45,null,clothes,26/01/2025
PROD-1742,Buku Mewarnai anak,Rp 45.000,57,buku bacaan,"Apr 29, 2025"
PROD-1743,kaos polos combed,15000,-5,pakian,1760540400
PROD-1744,buku pemrograman python,$1.00,-5,BUKU,22/11/2025
PROD-1745,kaos polos combed,45000,null,pakaian,"Feb 20, 2026"
PROD-1746,buku pemrograman python,Rp 120.000,12,buku bacaan,1747958400
PROD-1747,baju anak laki-laki,$8.00,kosong,PAKAIAN,"Jan 22, 2025"
PROD-1748,hP android murah,"Rp15000,-",31,elektronik murah,"Dec 12, 2025"
PROD-1749,hP android murah,"Rp45000,-",kosong,elektronik,"Jan 05, 2026"
PROD-1750,BAJU  ANAK PEREMPUAN,null,12,pakaian,"Jul 12, 2025"
PROD-1751,Buku Mewarnai anak,Rp 45.000,12,buku,"Aug 05, 2025"
PROD-1752,KEMEJA FLANEL Keren,120,-5,pakian,"Feb 17, 2025"
PROD-1753,hP android murah,"Rp120000,-",-5,elektronik,2025-12-07 4:00:00
PROD-1754,KEMEJA FLANEL Keren,120rb,kosong,clothes,1746396000
PROD-1755,BAJU  ANAK PEREMPUAN,120000,kosong,clothes,"Feb 28, 2026"
PROD-1756,charger Type-C fast,15rb,12,ELEKTRONIK,2025-04-03 3:00:00
PROD-1757,POWERBANK 10000mah,45000,kosong,elektronik murah,2025-08-14 8:00:00
PROD-1758,POWERBANK 10000mah,Rp 45.000,50,ELEKTRONIK,1750489200
PROD-1759,kaos polos combed,45,null,pakian,22/05/2025
PROD-1760,baju anak laki-laki,45rb,kosong,clothes,"Dec 28, 2025"
PROD-1761,Buku Mewarnai anak,15,kosong,BUKU,26/06/2025
PROD-1762,baju anak laki-laki,null,-5,PAKAIAN,"Aug 18, 2025"
PROD-1763,buku pemrograman python,Rp 15.000,kosong,buku bacaan,"Mar 29, 2025"
PROD-1764,POWERBANK 10000mah,$3.00,-5,elektronik murah,1755752400
PROD-1765,baju anak laki-laki,,-5,PAKAIAN,2026-01-16 12:00:00
PROD-1766,POWERBANK 10000mah,45000,28,elektronik murah,"Jul 23, 2025"
PROD-1767,KAMUS BAHASA INGGRIS,$3.00,12,BUKU,"Jul 08, 2025"
PROD-1768,Buku Mewarnai anak,45rb,kosong,BUKU,1740963600
PROD-1769,KAMUS BAHASA INGGRIS,15000,-5,buku bacaan,1760504400
PROD-1770,BaJu Bayi,null,95,PAKAIAN,10/02/2025
PROD-1771,buku pemrograman python,45rb,kosong,BUKU,31/01/2025
PROD-1772,kaos polos combed,15rb,null,pakaian,1760256000
PROD-1773,buku pemrograman python,45,12,buku bacaan,"May 28, 2025"
PROD-1774,KAMUS BAHASA INGGRIS,$1.00,null,BUKU,05/12/2025
PROD-1775,BaJu Bayi,120,null,pakian,1737360000
PROD-1776,KAMUS BAHASA INGGRIS,$8.00,kosong,BUKU,1760774400
PROD-1777,BAJU  ANAK PEREMPUAN,Rp 120.000,12,PAKAIAN,"Jul 14, 2025"
PROD-1778,komik jepang lama,120,12,buku bacaan,1753603200
PROD-1779,kaos polos combed,15000,-5,clothes,1752181200
PROD-1780,baju anak laki-laki,"Rp15000,-",null,pakian,"Mar 14, 2026"
PROD-1781,baju anak laki-laki,45rb,12,PAKAIAN,1745031600
PROD-1782,buku pemrograman python,15,kosong,BUKU,1761292800
PROD-1783,charger Type-C fast,"Rp15000,-",kosong,ELEKTRONIK,07/02/2026
PROD-1784,komik jepang lama,15,-5,BUKU,"Mar 19, 2026"
PROD-1785,KEMEJA FLANEL Keren,45,12,pakaian,"Mar 23, 2025"
PROD-1786,baju anak laki-laki,"Rp15000,-",-5,clothes,25/08/2025
PROD-1787,baju anak laki-laki,15,null,PAKAIAN,"Sep 11, 2025"
PROD-1788,KEMEJA FLANEL Keren,15000,kosong,pakaian,30/12/2025
PROD-1789,mouse WIRELESS,15,kosong,ELEKTRONIK,18/03/2026
PROD-1790,kaos polos combed,Rp 45.000,null,pakian,01/04/2025
PROD-1791,baju anak laki-laki,120,null,pakaian,"Jul 26, 2025"
PROD-1792,NOVEL FIKSI TERJEMAHAN,$8.00,12,BUKU,1757109600
PROD-1793,POWERBANK 10000mah,"Rp120000,-",null,ELEKTRONIK,2025-01-29 12:00:00
PROD-1794,LAPTOP gaming i7,$3.00,-5,elektronik,1762707600
PROD-1795,charger Type-C fast,120000,null,elektronik,"Dec 22, 2025"
PROD-1796,LAPTOP gaming i7,Rp 15.000,-5,elektronik murah,"Apr 04, 2025"
PROD-1797,BAJU  ANAK PEREMPUAN,45rb,-5,clothes,06/04/2025
PROD-1798,NOVEL FIKSI TERJEMAHAN,45,null,buku bacaan,2026-01-17 19:00:00
PROD-1799,hP android murah,15,null,elektronik murah,28/07/2025
PROD-1800,charger Type-C fast,45,-5,elektronik murah,1742133600
PROD-0002,mouse WIRELESS,"Rp15000,-",-5,ELEKTRONIK,2025-07-31 16:00:00
PROD-1172,KEMEJA FLANEL Keren,Rp 45.000,10,PAKAIAN,2025-06-04 16:00:00
PROD-0334,POWERBANK 10000mah,Rp 120.000,43,elektronik,19/04/2025
PROD-1147,BAJU  ANAK PEREMPUAN,45000,48,PAKAIAN,1758326400
PROD-0263,KAMUS BAHASA INGGRIS,$3.00,kosong,BUKU,1757167200
PROD-0025,mouse WIRELESS,15000,kosong,ELEKTRONIK,"Mar 06, 2026"
PROD-0175,komik jepang lama,45000,12,buku,1758427200
PROD-1189,NOVEL FIKSI TERJEMAHAN,Rp 45.000,kosong,buku,16/04/2025
PROD-0500,buku pemrograman python,$3.00,null,buku bacaan,1758452400
PROD-1188,Buku Mewarnai anak,45000,-5,buku,"Mar 02, 2026"
PROD-1486,buku pemrograman python,,null,buku bacaan,1735786800
PROD-0376,NOVEL FIKSI TERJEMAHAN,15,null,buku,2025-03-17 10:00:00
PROD-1470,KEMEJA FLANEL Keren,15000,kosong,pakaian,2025-08-27 6:00:00
PROD-0053,Buku Mewarnai anak,15,-5,BUKU,1770498000
PROD-1698,KEMEJA FLANEL Keren,,kosong,clothes,12/06/2025
PROD-0711,LAPTOP gaming i7,120000,-5,elektronik,2025-11-15 12:00:00
PROD-1107,hP android murah,"Rp45000,-",12,ELEKTRONIK,14/05/2025
PROD-0870,buku pemrograman python,45,49,BUKU,08/12/2025
PROD-1521,BAJU  ANAK PEREMPUAN,Rp 120.000,61,PAKAIAN,1752850800
PROD-0102,kaos polos combed,null,55,pakaian,27/09/2025
PROD-0378,BaJu Bayi,15rb,-5,pakaian,2025-03-14 3:00:00
PROD-1656,BAJU  ANAK PEREMPUAN,45000,kosong,clothes,15/01/2025
PROD-0016,POWERBANK 10000mah,Rp 45.000,12,elektronik murah,21/08/2025
PROD-0826,mouse WIRELESS,120rb,-5,elektronik murah,"Oct 02, 2025"
PROD-0631,mouse WIRELESS,120000,12,ELEKTRONIK,09/03/2026
PROD-1674,POWERBANK 10000mah,"Rp120000,-",kosong,elektronik murah,1755885600
PROD-0118,NOVEL FIKSI TERJEMAHAN,Rp 120.000,25,BUKU,2025-11-10 1:00:00
PROD-1582,LAPTOP gaming i7,45000,38,ELEKTRONIK,2025-08-26 23:00:00
PROD-0809,KAMUS BAHASA INGGRIS,120,null,BUKU,"Aug 19, 2025"
PROD-0729,kaos polos combed,$1.00,-5,pakaian,26/03/2026
PROD-0451,BAJU  ANAK PEREMPUAN,45rb,-5,pakian,1772409600
PROD-1036,mouse WIRELESS,$3.00,-5,ELEKTRONIK,"Mar 08, 2025"
PROD-0613,mouse WIRELESS,"Rp45000,-",67,ELEKTRONIK,18/02/2026
PROD-0442,KAMUS BAHASA INGGRIS,Rp 120.000,12,buku,08/10/2025
PROD-0122,NOVEL FIKSI TERJEMAHAN,$8.00,12,buku,2025-12-14 14:00:00
PROD-0656,KAMUS BAHASA INGGRIS,$1.00,-5,buku bacaan,"Mar 01, 2026"
PROD-0805,charger Type-C fast,"Rp15000,-",12,elektronik murah,"May 23, 2025"
PROD-0489,kaos polos combed,120000,12,clothes,"Nov 02, 2025"
PROD-0892,charger Type-C fast,120,27,elektronik murah,1773680400
PROD-1630,KEMEJA FLANEL Keren,120000,31,pakian,2025-03-09 9:00:00
PROD-1143,BAJU  ANAK PEREMPUAN,,50,pakian,2026-01-26 21:00:00
PROD-1225,mouse WIRELESS,45,12,ELEKTRONIK,"Mar 04, 2026"
PROD-0475,LAPTOP gaming i7,Rp 120.000,kosong,elektronik,31/01/2026
PROD-0486,KEMEJA FLANEL Keren,$8.00,-5,clothes,1743282000
PROD-1247,mouse WIRELESS,45000,-5,elektronik,1751738400
PROD-1541,BAJU  ANAK PEREMPUAN,15rb,84,pakaian,1737262800
PROD-0252,BaJu Bayi,$3.00,12,PAKAIAN,23/03/2026
PROD-0782,BAJU  ANAK PEREMPUAN,15000,15,pakian,20/02/2025
PROD-0936,charger Type-C fast,"Rp15000,-",kosong,ELEKTRONIK,1753178400
PROD-0717,baju anak laki-laki,15rb,kosong,clothes,27/11/2025
PROD-0527,LAPTOP gaming i7,"Rp120000,-",-5,ELEKTRONIK,1737028800
PROD-1699,NOVEL FIKSI TERJEMAHAN,"Rp120000,-",58,BUKU,"Nov 06, 2025"
PROD-0007,charger Type-C fast,120000,kosong,elektronik,"Apr 27, 2025"
PROD-1299,komik jepang lama,$1.00,12,buku,2025-08-03 7:00:00
PROD-0421,BaJu Bayi,"Rp45000,-",null,PAKAIAN,2025-04-16 6:00:00
PROD-1579,komik jepang lama,$1.00,-5,buku,"Mar 13, 2026"
PROD-0374,kaos polos combed,45000,kosong,pakaian,2026-03-25 5:00:00
PROD-0125,charger Type-C fast,15000,null,ELEKTRONIK,"Aug 18, 2025"
PROD-1492,KAMUS BAHASA INGGRIS,45000,null,BUKU,19/11/2025
PROD-1728,LAPTOP gaming i7,Rp 15.000,12,elektronik murah,1766649600
PROD-0222,NOVEL FIKSI TERJEMAHAN,Rp 45.000,kosong,BUKU,2025-01-22 21:00:00
PROD-1065,baju anak laki-laki,"Rp45000,-",kosong,pakian,08/06/2025
PROD-0568,LAPTOP gaming i7,15,12,ELEKTRONIK,"Jan 02, 2025"
PROD-0415,KEMEJA FLANEL Keren,,12,pakian,18/09/2025
PROD-0887,komik jepang lama,,kosong,BUKU,1763845200
PROD-0037,KEMEJA FLANEL Keren,15,kosong,clothes,15/01/2026
PROD-1092,komik jepang lama,120rb,null,buku,"May 19, 2025"
PROD-1215,NOVEL FIKSI TERJEMAHAN,15000,80,buku bacaan,1750899600
PROD-0671,komik jepang lama,45rb,null,BUKU,12/02/2026
PROD-0361,NOVEL FIKSI TERJEMAHAN,"Rp45000,-",1,buku bacaan,16/01/2025
PROD-0238,charger Type-C fast,45rb,-5,elektronik,2025-01-17 2:00:00
PROD-1083,Buku Mewarnai anak,$8.00,kosong,buku,2025-02-28 10:00:00
PROD-0671,KAMUS BAHASA INGGRIS,$8.00,kosong,buku bacaan,"Mar 22, 2025"
PROD-1613,baju anak laki-laki,45rb,35,PAKAIAN,2025-02-03 12:00:00
PROD-0748,BaJu Bayi,Rp 120.000,kosong,PAKAIAN,1741539600
PROD-1487,Buku Mewarnai anak,45rb,null,buku,1748354400
PROD-1181,hP android murah,Rp 120.000,-5,elektronik murah,2025-02-24 8:00:00
PROD-0376,kaos polos combed,"Rp120000,-",15,pakaian,1751245200
PROD-0701,baju anak laki-laki,Rp 15.000,12,pakian,"Feb 15, 2026"
PROD-0768,BAJU  ANAK PEREMPUAN,15,kosong,pakian,1738108800
PROD-1069,POWERBANK 10000mah,$1.00,kosong,elektronik,19/05/2025
PROD-0959,Buku Mewarnai anak,$3.00,-5,BUKU,"Apr 12, 2025"
PROD-0757,BaJu Bayi,"Rp15000,-",null,clothes,01/05/2025
PROD-1243,charger Type-C fast,120rb,-5,ELEKTRONIK,2025-08-20 2:00:00
PROD-0033,komik jepang lama,Rp 15.000,null,buku,"Jan 30, 2025"
PROD-0632,LAPTOP gaming i7,$8.00,null,ELEKTRONIK,09/03/2025
PROD-0385,mouse WIRELESS,$3.00,-5,elektronik,2025-05-07 12:00:00
PROD-1294,mouse WIRELESS,45,-5,ELEKTRONIK,06/11/2025
PROD-0548,hP android murah,15,-5,elektronik murah,2025-08-20 21:00:00
PROD-0128,hP android murah,15rb,null,elektronik,2025-12-13 1:00:00
PROD-1403,kaos polos combed,"Rp15000,-",kosong,pakian,2025-10-30 18:00:00
PROD-0913,KEMEJA FLANEL Keren,"Rp45000,-",kosong,pakaian,1766383200
PROD-1169,KEMEJA FLANEL Keren,120,47,pakaian,"Feb 03, 2025"
PROD-0153,kaos polos combed,"Rp120000,-",85,pakian,2025-11-21 11:00:00
PROD-1237,charger Type-C fast,"Rp45000,-",12,elektronik,2025-04-07 3:00:00
PROD-1703,Buku Mewarnai anak,null,kosong,buku,2025-07-23 17:00:00
PROD-0718,komik jepang lama,"Rp120000,-",kosong,BUKU,1748804400
PROD-0834,kaos polos combed,Rp 120.000,12,PAKAIAN,"Nov 24, 2025"
PROD-0753,charger Type-C fast,45000,19,elektronik murah,2026-02-16 9:00:00
PROD-0731,charger Type-C fast,$8.00,kosong,elektronik murah,"May 20, 2025"
PROD-0245,charger Type-C fast,"Rp45000,-",-5,ELEKTRONIK,25/07/2025
PROD-0539,charger Type-C fast,,12,elektronik,"Oct 27, 2025"
PROD-1070,buku pemrograman python,120,12,buku bacaan,"Mar 08, 2025"
PROD-1159,komik jepang lama,"Rp45000,-",60,buku bacaan,14/10/2025
PROD-0944,NOVEL FIKSI TERJEMAHAN,15000,kosong,buku bacaan,11/10/2025
PROD-1614,NOVEL FIKSI TERJEMAHAN,Rp 120.000,12,BUKU,1752134400
PROD-0518,hP android murah,null,29,elektronik,"Mar 31, 2025"
PROD-0799,komik jepang lama,$3.00,68,buku bacaan,2025-12-29 4:00:00
PROD-1016,LAPTOP gaming i7,$3.00,7,elektronik,26/01/2025
PROD-1793,LAPTOP gaming i7,120,-5,elektronik murah,12/07/2025
PROD-1552,mouse WIRELESS,"Rp120000,-",null,elektronik,1751367600
PROD-0262,charger Type-C fast,,-5,elektronik,1765314000
PROD-0720,mouse WIRELESS,15rb,50,elektronik,"Jan 08, 2025"
PROD-0778,POWERBANK 10000mah,Rp 120.000,12,elektronik,14/07/2025
PROD-1247,charger Type-C fast,45000,12,elektronik,"Mar 16, 2025"
PROD-1066,POWERBANK 10000mah,Rp 120.000,kosong,elektronik,2025-03-28 19:00:00
PROD-0687,NOVEL FIKSI TERJEMAHAN,$1.00,kosong,BUKU,2025-07-17 3:00:00
PROD-0739,BaJu Bayi,$8.00,null,pakian,1771830000
PROD-1163,kaos polos combed,$3.00,kosong,PAKAIAN,14/06/2025
PROD-1657,KEMEJA FLANEL Keren,Rp 15.000,kosong,pakian,10/01/2025
PROD-1372,komik jepang lama,45000,kosong,BUKU,"Mar 25, 2026"
PROD-1753,buku pemrograman python,"Rp15000,-",null,BUKU,"Dec 14, 2025"
PROD-0094,POWERBANK 10000mah,,59,elektronik,1755500400
PROD-1330,Buku Mewarnai anak,$1.00,12,BUKU,"Oct 08, 2025"
PROD-0997,NOVEL FIKSI TERJEMAHAN,45rb,kosong,buku bacaan,"Mar 06, 2025"
PROD-0601,NOVEL FIKSI TERJEMAHAN,"Rp120000,-",97,buku bacaan,24/02/2026
PROD-1273,BAJU  ANAK PEREMPUAN,$1.00,12,pakian,"Oct 30, 2025"
PROD-1708,BaJu Bayi,45,29,clothes,2025-01-30 8:00:00
PROD-0267,BaJu Bayi,45000,28,pakaian,2025-11-11 13:00:00
PROD-0552,POWERBANK 10000mah,15,16,elektronik,24/06/2025
PROD-0967,komik jepang lama,45rb,1,BUKU,"May 10, 2025"
PROD-1254,kaos polos combed,Rp 45.000,-5,clothes,15/06/2025
PROD-0267,BaJu Bayi,$3.00,null,pakian,1769731200
PROD-0294,BAJU  ANAK PEREMPUAN,45000,90,pakaian,1773507600
PROD-0007,BAJU  ANAK PEREMPUAN,Rp 45.000,kosong,pakian,2025-05-05 15:00:00
PROD-0134,KEMEJA FLANEL Keren,45,kosong,pakaian,1758873600
PROD-0575,KEMEJA FLANEL Keren,45,12,pakaian,"Jan 15, 2026"
PROD-0686,LAPTOP gaming i7,Rp 120.000,kosong,ELEKTRONIK,1759510800
PROD-0858,KAMUS BAHASA INGGRIS,Rp 120.000,-5,BUKU,2026-01-01 22:00:00
PROD-1519,NOVEL FIKSI TERJEMAHAN,15000,-5,BUKU,2025-12-20 7:00:00
PROD-0265,BaJu Bayi,15,6,pakian,1752559200
PROD-1099,KAMUS BAHASA INGGRIS,120,12,buku,15/05/2025
PROD-0907,NOVEL FIKSI TERJEMAHAN,$1.00,kosong,buku,1737316800
PROD-1758,KEMEJA FLANEL Keren,120rb,94,pakaian,1737453600
PROD-1730,BaJu Bayi,120rb,-5,clothes,17/10/2025
PROD-0573,kaos polos combed,45000,null,clothes,1750867200
PROD-1440,baju anak laki-laki,120rb,null,PAKAIAN,"Feb 22, 2026"
PROD-1654,Buku Mewarnai anak,120000,87,BUKU,18/05/2025
PROD-0692,Buku Mewarnai anak,"Rp15000,-",12,buku,27/02/2025
PROD-1557,NOVEL FIKSI TERJEMAHAN,Rp 15.000,12,BUKU,2026-01-10 0:00:00
PROD-0534,LAPTOP gaming i7,Rp 120.000,12,ELEKTRONIK,1749362400
PROD-0787,BAJU  ANAK PEREMPUAN,$3.00,kosong,pakaian,21/10/2025
PROD-0344,KAMUS BAHASA INGGRIS,45000,null,BUKU,2025-10-20 20:00:00
PROD-0348,komik jepang lama,Rp 120.000,null,buku,"Aug 31, 2025"
PROD-1066,KAMUS BAHASA INGGRIS,15000,12,buku bacaan,"Mar 21, 2026"
PROD-1776,charger Type-C fast,,12,elektronik murah,1761451200
PROD-1210,kaos polos combed,120rb,null,clothes,1773637200
PROD-1715,charger Type-C fast,45000,kosong,elektronik murah,1742288400
PROD-0233,baju anak laki-laki,45,kosong,PAKAIAN,2025-03-10 8:00:00
PROD-1718,komik jepang lama,"Rp45000,-",83,buku,"Oct 06, 2025"
PROD-0265,LAPTOP gaming i7,"Rp120000,-",12,ELEKTRONIK,1748196000
PROD-0378,BaJu Bayi,"Rp120000,-",-5,pakaian,"Nov 07, 2025"
PROD-0027,BaJu Bayi,"Rp15000,-",null,clothes,"Sep 24, 2025"
PROD-1652,NOVEL FIKSI TERJEMAHAN,45000,-5,buku,2025-12-22 21:00:00
PROD-0673,KEMEJA FLANEL Keren,"Rp45000,-",kosong,clothes,"Feb 04, 2026"
PROD-1262,KAMUS BAHASA INGGRIS,45,19,BUKU,03/04/2025
PROD-0990,KEMEJA FLANEL Keren,45000,null,pakaian,27/09/2025
PROD-0069,BAJU  ANAK PEREMPUAN,120rb,-5,pakaian,14/03/2025
PROD-1793,NOVEL FIKSI TERJEMAHAN,45000,-5,BUKU,1755068400
PROD-1751,mouse WIRELESS,15000,87,elektronik,13/02/2026
PROD-1333,buku pemrograman python,45000,66,BUKU,"May 11, 2025"
PROD-0251,NOVEL FIKSI TERJEMAHAN,$3.00,null,BUKU,10/01/2026
PROD-0633,NOVEL FIKSI TERJEMAHAN,,kosong,buku,"Feb 08, 2025"
PROD-1508,KAMUS BAHASA INGGRIS,"Rp45000,-",-5,buku bacaan,2025-07-07 22:00:00
PROD-1660,KEMEJA FLANEL Keren,"Rp15000,-",70,clothes,11/01/2025
PROD-0580,POWERBANK 10000mah,"Rp15000,-",kosong,ELEKTRONIK,"Feb 28, 2026"
PROD-0147,BAJU  ANAK PEREMPUAN,null,null,pakian,1750096800
PROD-0299,mouse WIRELESS,Rp 45.000,kosong,elektronik,"Jan 19, 2025"
PROD-0446,BaJu Bayi,120rb,57,PAKAIAN,26/01/2026
PROD-0124,charger Type-C fast,120,17,elektronik,"Aug 16, 2025"
PROD-0358,hP android murah,120,12,ELEKTRONIK,08/07/2025
PROD-1083,kaos polos combed,,6,pakaian,1745996400
PROD-1201,charger Type-C fast,45,null,ELEKTRONIK,15/11/2025
PROD-0757,baju anak laki-laki,Rp 120.000,kosong,pakaian,1768122000
PROD-0340,BAJU  ANAK PEREMPUAN,120000,12,pakian,2026-03-14 7:00:00
PROD-0471,baju anak laki-laki,45000,12,PAKAIAN,"Feb 07, 2025"
PROD-0420,baju anak laki-laki,$1.00,-5,clothes,09/04/2025
PROD-0272,baju anak laki-laki,$8.00,12,pakian,1739682000
PROD-0862,buku pemrograman python,$3.00,12,buku bacaan,23/10/2025
PROD-1055,komik jepang lama,15000,kosong,buku bacaan,17/03/2026
PROD-0183,kaos polos combed,Rp 45.000,12,clothes,1755198000
PROD-0792,NOVEL FIKSI TERJEMAHAN,45rb,kosong,buku,06/03/2025
PROD-0227,KAMUS BAHASA INGGRIS,45000,22,BUKU,"Jan 03, 2026"
PROD-0256,baju anak laki-laki,$3.00,-5,pakaian,"Jan 05, 2025"
PROD-0994,Buku Mewarnai anak,Rp 15.000,12,buku bacaan,2025-01-21 15:00:00
PROD-0017,buku pemrograman python,45000,kosong,buku bacaan,06/11/2025
PROD-1254,LAPTOP gaming i7,Rp 45.000,-5,elektronik murah,1763272800
PROD-0063,POWERBANK 10000mah,45rb,12,ELEKTRONIK,1749556800
PROD-1562,komik jepang lama,15,-5,buku,1765558800
PROD-1488,KAMUS BAHASA INGGRIS,45rb,-5,buku bacaan,09/10/2025
